2019-11-12 10:01:49.352 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 42604 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 10:56:10.401 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:56:10.401 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:56:13.956 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:56:13.957 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:56:14.707 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:56:14.707 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:58:07.461 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:07.462 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 10:58:07.476 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:07.476 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 10:58:09.690 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:09.691 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 10:58:09.697 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:58:10.899 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:10.900 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:58:10.905 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:58:12.747 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:12.748 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 10:58:12.754 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:58:14.064 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:14.066 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 10:58:14.070 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 10:58:14.122 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:14.122 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:58:15.671 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:15.672 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:58:16.282 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:58:16.282 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 10:59:58.673 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 10:59:58.675 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 10:59:58.681 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:00:10.828 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:10.830 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:00:10.834 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:00:31.107 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:31.108 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:00:31.113 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:00:33.528 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:33.530 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:00:33.534 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:00:36.451 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:36.452 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 11:00:36.457 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:00:36.472 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:36.473 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:00:53.727 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:53.728 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:00:54.307 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:00:54.307 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:03:15.399 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:15.401 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 11:03:15.404 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:15.415 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:15.415 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:03:23.123 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:23.124 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 11:03:23.127 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:23.422 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:23.425 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:03:23.427 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:30.036 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:30.037 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 11:03:30.049 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:30.049 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 11:03:32.665 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:32.666 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 11:03:32.671 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:33.896 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:33.903 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:03:33.907 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:36.486 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:36.488 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:03:36.492 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:39.113 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:39.114 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:03:39.117 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:41.795 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:41.797 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:03:41.801 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:42.485 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:42.486 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 11:03:42.488 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:44.973 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:44.974 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:03:44.978 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:47.505 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:47.506 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/delete
2019-11-12 11:03:47.510 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:47.536 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:47.536 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:03:47.539 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:48.596 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:48.597 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/detail
2019-11-12 11:03:48.602 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:03:48.649 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:48.649 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:03:52.586 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:52.587 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:03:53.417 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:53.418 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:03:59.558 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:03:59.559 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 11:03:59.563 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:00.654 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:00.656 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:04:00.660 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:02.500 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:02.501 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:04:05.781 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:05.782 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:04:06.696 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:06.697 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:04:07.175 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:07.176 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:04:21.918 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:21.918 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/save
2019-11-12 11:04:21.921 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:22.156 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:22.158 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/address/list
2019-11-12 11:04:22.160 [http-nio-8360-exec-7] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:28.984 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:28.985 [http-nio-8360-exec-8] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 11:04:28.998 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:28.998 [http-nio-8360-exec-9] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 11:04:30.943 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:30.944 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 11:04:30.948 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:34.153 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:34.154 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:04:34.158 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:04:37.186 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:37.187 [http-nio-8360-exec-10] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/region/list
2019-11-12 11:04:39.102 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:04:39.104 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:04:39.108 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:05:57.194 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Starting NideshopServerApplication on DESKTOP-79PVM28 with PID 45592 (C:\Users\23647\git\nideshop-springboot\nideshop-server\target\classes started by 23647 in C:\Users\23647\git\nideshop-springboot\nideshop-server)
2019-11-12 11:05:57.198 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - No active profile set, falling back to default profiles: default
2019-11-12 11:05:58.713 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-11-12 11:05:58.718 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-11-12 11:05:58.874 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 134ms. Found 0 repository interfaces.
2019-11-12 11:05:59.381 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$13ec0621] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-11-12 11:06:00.147 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8360 (http)
2019-11-12 11:06:00.172 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8360"]
2019-11-12 11:06:00.185 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2019-11-12 11:06:00.186 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-11-12 11:06:00.265 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files\Java\jre1.8.0_172\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:/Program Files/Java/jre1.8.0_172/bin/server;C:/Program Files/Java/jre1.8.0_172/bin;C:/Program Files/Java/jre1.8.0_172/lib/amd64;C:\Python27\;C:\Python27\Scripts;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Go\gohome\bin;C:\Go\gcc\mingw64\bin;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\MySQL\MySQL Utilities 1.6\;C:\Program Files\Java\nodejs\;C:\ProgramData\chocolatey\bin;C:\Git\cmd;C:\Users\23647\AppData\Local\Microsoft\WindowsApps;;C:\Program Files (x86)\SSH Communications Security\SSH Secure Shell;C:\Users\23647\AppData\Roaming\npm;C:\apache-maven-3.3.9-bin\eclipse;;.]
2019-11-12 11:06:00.484 [main] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring embedded WebApplicationContext
2019-11-12 11:06:00.485 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3212 ms
2019-11-12 11:06:02.898 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2019-11-12 11:06:03.155 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.util.MsUtil CLASS_CACHE cache.
2019-11-12 11:06:03.157 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.genid.GenIdUtil CACHE cache.
2019-11-12 11:06:03.159 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear tk.mybatis.mapper.version.VersionUtil CACHE cache.
2019-11-12 11:06:03.160 [main] INFO  t.mybatis.mapper.autoconfigure.MapperCacheDisabler - Clear EntityHelper entityTableMap cache.
2019-11-12 11:06:04.126 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8360"]
2019-11-12 11:06:04.178 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8360 (http) with context path '/api'
2019-11-12 11:06:04.183 [main] INFO  c.newland.nideshopserver.NideshopServerApplication - Started NideshopServerApplication in 7.748 seconds (JVM running for 8.778)
2019-11-12 11:06:09.627 [http-nio-8360-exec-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/api] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-11-12 11:06:09.628 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-11-12 11:06:09.642 [http-nio-8360-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2019-11-12 11:06:09.676 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:06:09.676 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/index
2019-11-12 11:06:09.813 [http-nio-8360-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2019-11-12 11:06:10.000 [http-nio-8360-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2019-11-12 11:06:10.064 [http-nio-8360-exec-1] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:06:10.724 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:06:10.724 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/cart/checkout
2019-11-12 11:06:10.730 [http-nio-8360-exec-2] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - 用户已经登录
2019-11-12 11:06:43.106 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:06:43.108 [http-nio-8360-exec-4] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 11:06:43.320 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:06:43.320 [http-nio-8360-exec-3] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
2019-11-12 11:07:09.641 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:07:09.642 [http-nio-8360-exec-5] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/index/index
2019-11-12 11:07:09.659 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------
2019-11-12 11:07:09.659 [http-nio-8360-exec-6] INFO  c.n.nideshopserver.intercepter.LoginIntercepter - ----------------登录拦截器--------------拦截路径:/goods/count
